"id","high_risk","outcome"
135,FALSE,0
136,FALSE,0
137,TRUE,4
138,TRUE,4
139,FALSE,1
140,FALSE,2
141,FALSE,1
142,FALSE,2
143,TRUE,4
144,FALSE,2
145,TRUE,4
146,TRUE,4
147,FALSE,1
148,FALSE,2
149,FALSE,1
150,FALSE,1
151,FALSE,1
152,FALSE,1
153,FALSE,2
154,FALSE,1
155,FALSE,2
156,TRUE,4
157,FALSE,1
158,FALSE,3
159,FALSE,0
160,FALSE,3
161,FALSE,2
162,FALSE,2
163,TRUE,4
164,FALSE,1
165,FALSE,2
166,FALSE,1
167,TRUE,4
168,TRUE,4
169,TRUE,4
170,FALSE,1
171,FALSE,3
172,FALSE,0
173,FALSE,2
174,FALSE,1
175,FALSE,2
176,TRUE,4
177,FALSE,2
178,TRUE,4
179,FALSE,1
180,FALSE,0
181,FALSE,2
182,FALSE,2
183,FALSE,0
184,FALSE,2
185,FALSE,2
186,FALSE,1
187,FALSE,1
188,FALSE,2
189,TRUE,4
190,FALSE,0
191,FALSE,0
192,TRUE,4
193,FALSE,1
194,TRUE,4
195,FALSE,0
196,FALSE,1
197,FALSE,2
198,TRUE,4
199,FALSE,0
200,FALSE,3
201,FALSE,0
202,FALSE,1
203,FALSE,1
204,FALSE,2
205,TRUE,4
206,FALSE,2
207,TRUE,4
208,FALSE,2
209,FALSE,2
210,TRUE,4
211,TRUE,4
212,TRUE,4
213,FALSE,1
214,FALSE,2
215,FALSE,1
216,TRUE,4
217,FALSE,1
218,FALSE,1
219,FALSE,2
220,FALSE,3
221,TRUE,4
222,TRUE,4
223,FALSE,2
224,FALSE,1
225,FALSE,2
226,FALSE,0
227,TRUE,4
228,FALSE,0
229,FALSE,2
230,TRUE,4
231,FALSE,0
232,TRUE,4
233,FALSE,2
234,FALSE,3
235,TRUE,4
236,FALSE,1
237,FALSE,0
238,FALSE,1
239,FALSE,0
240,FALSE,1
241,FALSE,2
242,FALSE,0
243,FALSE,1
244,FALSE,1
245,TRUE,4
246,TRUE,4
247,TRUE,4
248,TRUE,4
249,TRUE,4
250,TRUE,4
251,FALSE,0
252,FALSE,1
253,FALSE,2
254,FALSE,0
255,TRUE,4
256,FALSE,0
257,FALSE,1
258,FALSE,1
259,TRUE,4
260,FALSE,1
261,FALSE,2
262,FALSE,1
263,FALSE,2
264,TRUE,4
265,FALSE,1
266,FALSE,1
267,TRUE,4
268,FALSE,2
269,FALSE,1
270,FALSE,1
271,TRUE,4
272,FALSE,0
273,FALSE,3
274,FALSE,2
275,FALSE,0
276,FALSE,4
277,FALSE,1
278,FALSE,2
279,FALSE,2
280,FALSE,2
281,FALSE,2
282,FALSE,0
283,FALSE,0
284,TRUE,4
285,FALSE,2
286,TRUE,4
287,TRUE,4
288,TRUE,4
289,FALSE,1
290,FALSE,1
291,FALSE,1
292,FALSE,2
293,TRUE,4
294,FALSE,1
295,TRUE,4
296,TRUE,4
297,FALSE,2
298,FALSE,1
299,FALSE,3
300,FALSE,2
301,FALSE,2
302,TRUE,4
303,FALSE,2
304,FALSE,2
305,FALSE,3
306,FALSE,1
307,TRUE,4
308,FALSE,0
309,FALSE,2
310,FALSE,1
311,TRUE,4
312,TRUE,4
313,FALSE,1
314,TRUE,4
315,FALSE,0
316,FALSE,2
317,FALSE,0
318,FALSE,0
319,TRUE,4
320,TRUE,4
321,FALSE,0
322,FALSE,3
323,FALSE,0
324,TRUE,4
325,TRUE,4
326,FALSE,1
327,FALSE,1
328,FALSE,0
329,FALSE,0
330,FALSE,3
331,FALSE,3
332,FALSE,3
333,TRUE,4
334,FALSE,1
335,FALSE,1
336,TRUE,4
337,FALSE,0
338,TRUE,4
339,FALSE,4
340,TRUE,4
341,FALSE,1
342,FALSE,1
343,TRUE,4
344,TRUE,4
345,FALSE,1
346,FALSE,3
347,TRUE,4
348,FALSE,2
349,FALSE,0
350,FALSE,1
351,FALSE,1
352,FALSE,0
353,FALSE,2
354,FALSE,1
355,FALSE,0
356,FALSE,1
357,TRUE,4
358,FALSE,1
359,FALSE,1
360,FALSE,1
361,FALSE,1
362,FALSE,1
363,TRUE,4
364,FALSE,1
365,FALSE,1
366,FALSE,1
367,FALSE,0
368,TRUE,4
369,TRUE,4
370,TRUE,4
371,TRUE,4
372,FALSE,1
373,FALSE,3
374,TRUE,4
375,FALSE,4
376,FALSE,0
377,FALSE,0
378,FALSE,3
379,FALSE,3
380,TRUE,4
381,FALSE,2
382,FALSE,2
383,FALSE,2
384,FALSE,0
385,FALSE,1
386,TRUE,4
387,FALSE,1
388,TRUE,4
389,FALSE,3
390,TRUE,4
391,FALSE,0
392,FALSE,1
393,TRUE,4
394,FALSE,0
395,FALSE,0
396,TRUE,4
397,FALSE,0
398,FALSE,1
399,FALSE,0
400,FALSE,2
401,TRUE,4
402,FALSE,2
403,FALSE,2
404,TRUE,4
405,FALSE,1
406,FALSE,2
407,TRUE,4
408,TRUE,4
409,TRUE,4
410,FALSE,1
411,TRUE,4
412,FALSE,0
413,FALSE,2
414,FALSE,2
415,FALSE,2
416,FALSE,1
417,TRUE,4
418,FALSE,2
419,FALSE,0
420,FALSE,1
421,TRUE,4
422,FALSE,1
423,TRUE,4
424,FALSE,2
425,TRUE,4
426,FALSE,3
427,TRUE,4
428,TRUE,4
429,FALSE,0
430,TRUE,4
431,FALSE,1
432,FALSE,0
433,FALSE,1
434,TRUE,4
435,FALSE,0
436,TRUE,4
437,TRUE,4
438,FALSE,0
439,FALSE,3
440,FALSE,1
441,FALSE,0
442,FALSE,2
443,TRUE,4
444,FALSE,1
445,FALSE,1
446,TRUE,4
447,FALSE,1
448,FALSE,1
449,FALSE,2
450,FALSE,1
451,FALSE,1
452,TRUE,4
453,FALSE,1
454,TRUE,4
455,FALSE,0
456,TRUE,4
457,TRUE,4
458,FALSE,2
459,FALSE,1
460,FALSE,2
461,TRUE,4
462,FALSE,1
463,FALSE,0
464,FALSE,1
465,TRUE,4
466,FALSE,1
467,TRUE,4
468,FALSE,1
469,TRUE,4
470,FALSE,1
471,FALSE,2
472,FALSE,1
473,FALSE,2
474,TRUE,4
475,FALSE,1
476,FALSE,1
477,TRUE,4
478,FALSE,2
479,TRUE,4
480,FALSE,0
481,FALSE,0
482,FALSE,1
483,TRUE,4
484,TRUE,4
485,FALSE,2
486,FALSE,2
487,TRUE,4
488,TRUE,4
489,FALSE,2
490,FALSE,3
491,FALSE,1
492,TRUE,4
493,FALSE,2
494,FALSE,1
495,FALSE,0
496,FALSE,1
497,FALSE,2
498,FALSE,2
499,FALSE,2
500,FALSE,2
501,FALSE,2
502,FALSE,2
503,FALSE,0
504,TRUE,4
505,FALSE,1
506,FALSE,1
507,FALSE,2
508,FALSE,1
509,FALSE,3
510,TRUE,4
511,FALSE,1
512,FALSE,2
513,TRUE,4
514,FALSE,2
515,TRUE,4
516,FALSE,2
517,FALSE,1
518,FALSE,1
519,FALSE,1
520,FALSE,3
521,TRUE,4
522,TRUE,4
523,FALSE,1
524,FALSE,1
525,TRUE,4
526,TRUE,4
527,TRUE,4
528,TRUE,4
529,TRUE,4
530,TRUE,4
531,FALSE,1
532,FALSE,1
533,FALSE,3
534,TRUE,4
535,FALSE,0
536,FALSE,0
537,TRUE,4
538,TRUE,4
539,FALSE,2
540,FALSE,1
541,FALSE,2
542,TRUE,4
543,TRUE,4
544,FALSE,2
545,TRUE,4
546,TRUE,4
547,TRUE,4
548,TRUE,4
549,FALSE,0
550,FALSE,1
551,FALSE,2
552,TRUE,4
553,FALSE,0
554,TRUE,4
555,TRUE,4
556,FALSE,1
557,FALSE,1
558,TRUE,4
559,FALSE,0
560,FALSE,4
561,TRUE,4
562,TRUE,4
563,TRUE,4
564,FALSE,1
565,FALSE,0
566,FALSE,1
567,TRUE,4
568,TRUE,4
569,FALSE,0
570,FALSE,3
571,FALSE,0
572,TRUE,4
573,FALSE,1
574,TRUE,4
575,TRUE,4
576,FALSE,3
577,FALSE,2
578,FALSE,0
579,TRUE,4
580,FALSE,3
581,FALSE,1
582,TRUE,4
583,FALSE,2
584,FALSE,3
585,FALSE,1
586,FALSE,2
587,FALSE,1
588,FALSE,1
589,TRUE,4
590,FALSE,1
591,FALSE,1
592,FALSE,3
593,FALSE,2
594,FALSE,3
595,TRUE,4
596,TRUE,4
597,TRUE,4
598,TRUE,4
599,TRUE,4
600,TRUE,4
601,FALSE,3
602,FALSE,2
603,TRUE,4
604,FALSE,2
605,TRUE,4
606,FALSE,2
607,FALSE,0
608,FALSE,2
609,FALSE,4
610,FALSE,1
611,FALSE,3
612,FALSE,0
613,FALSE,2
614,FALSE,0
615,TRUE,4
616,TRUE,4
617,TRUE,4
618,FALSE,1
619,FALSE,3
620,FALSE,1
621,FALSE,3
622,FALSE,2
623,TRUE,4
624,TRUE,4
625,TRUE,4
626,TRUE,4
627,TRUE,4
628,FALSE,1
629,FALSE,2
630,FALSE,1
631,FALSE,1
632,FALSE,1
633,FALSE,3
634,TRUE,4
635,TRUE,4
636,TRUE,4
637,FALSE,3
638,TRUE,4
639,FALSE,2
640,TRUE,4
641,TRUE,4
642,FALSE,2
643,FALSE,1
644,FALSE,0
645,FALSE,0
646,FALSE,1
647,TRUE,4
648,TRUE,4
649,TRUE,4
650,FALSE,2
651,TRUE,4
652,FALSE,1
653,FALSE,1
654,FALSE,2
655,FALSE,1
656,FALSE,2
657,TRUE,4
658,FALSE,2
659,TRUE,4
660,TRUE,4
661,TRUE,4
662,FALSE,1
663,FALSE,4
664,FALSE,1
665,TRUE,4
666,FALSE,1
667,FALSE,2
668,FALSE,1
669,TRUE,4
670,FALSE,1
671,TRUE,4
672,TRUE,4
673,TRUE,4
674,FALSE,1
675,FALSE,0
676,FALSE,1
677,FALSE,3
678,TRUE,4
679,TRUE,4
680,FALSE,2
681,TRUE,4
682,FALSE,1
683,TRUE,4
684,FALSE,1
685,FALSE,1
686,TRUE,4
687,TRUE,4
688,TRUE,4
689,FALSE,1
690,FALSE,1
691,FALSE,1
692,FALSE,2
693,FALSE,1
694,FALSE,1
695,TRUE,4
696,FALSE,3
697,FALSE,0
698,FALSE,1
699,FALSE,0
700,FALSE,3
701,TRUE,4
702,TRUE,4
703,FALSE,0
704,FALSE,1
705,FALSE,1
706,TRUE,4
707,FALSE,2
708,FALSE,1
709,TRUE,4
710,TRUE,4
711,TRUE,4
712,FALSE,0
713,FALSE,1
714,FALSE,2
715,FALSE,1
716,FALSE,1
717,TRUE,4
718,FALSE,1
719,FALSE,1
720,FALSE,0
721,TRUE,4
722,FALSE,1
723,TRUE,4
724,FALSE,0
725,TRUE,4
726,TRUE,4
727,TRUE,4
728,FALSE,1
729,FALSE,2
730,FALSE,2
731,FALSE,0
732,FALSE,1
733,FALSE,1
734,FALSE,3
735,TRUE,4
736,TRUE,4
737,FALSE,2
738,FALSE,3
739,TRUE,4
740,FALSE,1
741,FALSE,2
742,FALSE,0
743,TRUE,4
744,TRUE,4
745,FALSE,0
746,TRUE,4
747,TRUE,4
748,FALSE,0
749,FALSE,1
750,FALSE,2
751,FALSE,0
752,FALSE,1
753,FALSE,1
754,TRUE,4
755,FALSE,1
756,FALSE,1
757,FALSE,2
758,TRUE,4
759,FALSE,0
760,FALSE,2
761,FALSE,1
762,FALSE,2
763,TRUE,4
764,FALSE,1
765,FALSE,3
766,FALSE,1
767,TRUE,4
768,FALSE,0
769,TRUE,4
770,FALSE,1
771,FALSE,1
772,FALSE,2
773,FALSE,2
774,FALSE,3
775,FALSE,1
776,TRUE,4
777,FALSE,2
778,TRUE,4
779,FALSE,3
780,FALSE,3
781,FALSE,2
782,TRUE,4
783,FALSE,2
784,FALSE,2
785,FALSE,1
786,FALSE,1
787,TRUE,4
788,FALSE,2
789,FALSE,2
790,FALSE,1
791,FALSE,1
792,FALSE,2
793,FALSE,2
794,FALSE,2
795,FALSE,0
796,TRUE,4
797,TRUE,4
798,FALSE,2
799,FALSE,2
800,TRUE,4
801,TRUE,4
802,FALSE,2
803,TRUE,4
804,FALSE,3
805,FALSE,1
806,FALSE,1
807,FALSE,0
808,FALSE,0
809,FALSE,1
810,FALSE,1
811,FALSE,0
812,FALSE,0
813,FALSE,1
814,FALSE,2
815,FALSE,1
816,FALSE,2
817,TRUE,4
818,TRUE,4
819,FALSE,0
820,FALSE,0
821,TRUE,4
822,FALSE,0
823,TRUE,4
824,FALSE,3
825,TRUE,4
826,FALSE,2
827,FALSE,3
828,FALSE,1
829,TRUE,4
830,TRUE,4
831,FALSE,0
832,FALSE,0
833,TRUE,4
834,FALSE,2
835,FALSE,2
836,FALSE,2
837,FALSE,0
838,FALSE,0
839,TRUE,4
840,FALSE,3
841,FALSE,2
842,FALSE,1
843,FALSE,1
844,TRUE,4
845,TRUE,4
846,FALSE,1
847,TRUE,4
848,FALSE,1
849,FALSE,1
850,FALSE,3
851,FALSE,2
852,FALSE,2
853,TRUE,4
854,TRUE,4
855,FALSE,1
856,TRUE,4
857,TRUE,4
858,FALSE,0
859,FALSE,0
860,FALSE,1
861,FALSE,1
862,FALSE,4
863,FALSE,1
864,FALSE,0
865,FALSE,2
866,FALSE,2
867,TRUE,4
868,FALSE,2
869,FALSE,3
870,FALSE,0
871,FALSE,4
872,TRUE,4
873,FALSE,2
874,FALSE,2
875,FALSE,2
876,TRUE,4
877,FALSE,1
878,TRUE,4
879,FALSE,0
880,FALSE,3
881,TRUE,4
882,FALSE,1
883,FALSE,0
884,FALSE,2
885,FALSE,0
886,FALSE,1
887,FALSE,0
888,TRUE,4
889,FALSE,1
890,FALSE,3
891,FALSE,0
892,FALSE,2
893,FALSE,0
894,FALSE,1
895,FALSE,2
896,TRUE,4
897,FALSE,2
898,FALSE,0
899,FALSE,2
900,FALSE,3
901,FALSE,2
902,FALSE,0
903,TRUE,4
904,TRUE,4
905,TRUE,4
906,FALSE,2
907,FALSE,1
908,FALSE,2
909,TRUE,4
910,FALSE,3
911,FALSE,0
912,FALSE,1
913,FALSE,3
914,TRUE,4
915,FALSE,2
916,FALSE,2
917,TRUE,4
918,TRUE,4
919,FALSE,1
920,FALSE,0
921,TRUE,4
922,TRUE,4
923,FALSE,2
924,FALSE,0
925,FALSE,0
926,TRUE,4
927,FALSE,2
928,FALSE,0
929,TRUE,4
930,FALSE,4
931,FALSE,1
932,TRUE,4
933,FALSE,0
934,TRUE,4
935,FALSE,2
936,FALSE,1
937,FALSE,2
938,FALSE,1
939,FALSE,2
940,TRUE,4
941,TRUE,4
942,TRUE,4
943,FALSE,3
944,FALSE,2
945,FALSE,1
946,TRUE,4
947,FALSE,1
948,TRUE,4
949,TRUE,4
950,TRUE,4
951,TRUE,4
952,TRUE,4
953,TRUE,4
954,TRUE,4
955,TRUE,4
956,FALSE,1
957,TRUE,4
958,FALSE,1
959,FALSE,0
960,FALSE,2
961,FALSE,2
962,FALSE,0
963,FALSE,1
964,TRUE,4
965,FALSE,1
966,FALSE,0
967,FALSE,2
968,TRUE,4
969,TRUE,4
970,TRUE,4
971,FALSE,0
972,FALSE,1
973,TRUE,4
974,FALSE,2
975,FALSE,0
976,FALSE,1
977,FALSE,1
978,FALSE,1
979,TRUE,4
980,FALSE,0
981,FALSE,0
982,FALSE,0
983,FALSE,0
984,FALSE,2
985,TRUE,4
986,TRUE,4
987,FALSE,2
988,FALSE,2
989,FALSE,0
990,FALSE,2
991,FALSE,0
992,FALSE,0
993,FALSE,2
994,TRUE,4
995,FALSE,2
996,FALSE,1
997,TRUE,4
998,FALSE,0
999,FALSE,1
1000,FALSE,0
1001,FALSE,3
1002,FALSE,1
1003,TRUE,4
1004,FALSE,1
1005,TRUE,4
1006,FALSE,2
1007,FALSE,3
1008,TRUE,4
1009,TRUE,4
1010,TRUE,4
1011,FALSE,2
1012,FALSE,0
1013,FALSE,2
1014,TRUE,4
1015,FALSE,2
1016,FALSE,2
1017,FALSE,2
1018,FALSE,2
1019,FALSE,1
1020,TRUE,4
1021,TRUE,4
1022,TRUE,4
1023,FALSE,2
1024,FALSE,3
1025,FALSE,1
1026,FALSE,3
1027,FALSE,1
1028,FALSE,0
1029,TRUE,4
1030,TRUE,4
1031,FALSE,2
1032,FALSE,2
1033,FALSE,0
1034,FALSE,1
1035,TRUE,4
1036,FALSE,3
1037,FALSE,0
1038,FALSE,2
1039,FALSE,1
1040,FALSE,2
1041,FALSE,3
1042,TRUE,4
1043,FALSE,1
1044,FALSE,1
1045,FALSE,3
1046,FALSE,2
1047,TRUE,4
1048,TRUE,4
1049,FALSE,1
1050,FALSE,0
1051,TRUE,4
1052,FALSE,1
1053,TRUE,4
1054,TRUE,4
1055,FALSE,0
1056,TRUE,4
1057,FALSE,0
1058,FALSE,2
1059,TRUE,4
1060,FALSE,1
1061,FALSE,2
1062,TRUE,4
1063,FALSE,2
1064,TRUE,4
1065,FALSE,1
1066,FALSE,3
1067,TRUE,4
1068,FALSE,1
1069,TRUE,4
1070,FALSE,1
1071,TRUE,4
1072,TRUE,4
1073,FALSE,0
1074,TRUE,4
1075,TRUE,4
1076,FALSE,0
1077,FALSE,1
1078,FALSE,0
1079,FALSE,0
1080,FALSE,0
1081,FALSE,1
1082,FALSE,1
1083,TRUE,4
1084,TRUE,4
1085,TRUE,4
1086,FALSE,0
1087,FALSE,0
1088,FALSE,3
1089,FALSE,2
1090,TRUE,4
1091,FALSE,2
1092,TRUE,4
1093,FALSE,0
1094,TRUE,4
1095,FALSE,2
1096,FALSE,2
1097,FALSE,1
1098,TRUE,4
1099,FALSE,2
1100,TRUE,4
1101,TRUE,4
1102,FALSE,1
1103,FALSE,0
1104,FALSE,2
1105,TRUE,4
1106,TRUE,4
1107,FALSE,1
1108,FALSE,3
1109,TRUE,4
1110,FALSE,1
1111,FALSE,1
1112,FALSE,2
1113,FALSE,0
1114,FALSE,1
1115,FALSE,2
1116,FALSE,0
1117,FALSE,1
1118,FALSE,0
1119,TRUE,4
1120,TRUE,4
1121,FALSE,2
1122,FALSE,0
1123,FALSE,0
1124,TRUE,4
1125,FALSE,2
1126,FALSE,0
1127,FALSE,2
1128,TRUE,4
1129,FALSE,1
1130,FALSE,1
1131,FALSE,3
1132,TRUE,4
1133,TRUE,4
1134,FALSE,0
1135,TRUE,4
1136,TRUE,4
1137,TRUE,4
1138,FALSE,2
1139,TRUE,4
1140,TRUE,4
1141,TRUE,4
1142,FALSE,2
1143,FALSE,2
1144,FALSE,1
1145,TRUE,4
1146,FALSE,1
1147,FALSE,3
1148,TRUE,4
1149,FALSE,1
1150,TRUE,4
1151,FALSE,1
1152,FALSE,2
1153,FALSE,4
1154,TRUE,4
1155,TRUE,4
1156,TRUE,4
1157,FALSE,1
1158,FALSE,0
1159,FALSE,0
1160,FALSE,0
1161,TRUE,4
1162,TRUE,4
1163,FALSE,1
1164,FALSE,0
1165,FALSE,0
1166,FALSE,2
1167,FALSE,2
1168,FALSE,2
1169,FALSE,1
1170,TRUE,4
1171,FALSE,1
1172,FALSE,0
1173,FALSE,0
1174,FALSE,1
1175,TRUE,4
1176,FALSE,2
1177,TRUE,4
1178,TRUE,4
1179,FALSE,1
1180,TRUE,4
1181,FALSE,3
1182,TRUE,4
1183,TRUE,4
1184,FALSE,1
1185,TRUE,4
1186,TRUE,4
1187,TRUE,4
1188,FALSE,1
1189,FALSE,1
1190,FALSE,2
1191,FALSE,2
1192,FALSE,0
1193,TRUE,4
1194,FALSE,2
1195,FALSE,1
1196,TRUE,4
1197,FALSE,2
1198,TRUE,4
1199,FALSE,1
1200,TRUE,4
1201,FALSE,3
1202,FALSE,1
1203,FALSE,3
1204,TRUE,4
1205,FALSE,1
1206,TRUE,4
1207,FALSE,2
1208,FALSE,1
1209,FALSE,2
1210,FALSE,1
1211,TRUE,4
1212,FALSE,1
1213,FALSE,1
1214,FALSE,1
1215,TRUE,4
1216,TRUE,4
1217,TRUE,4
1218,FALSE,1
1219,FALSE,3
1220,TRUE,4
1221,FALSE,1
1222,FALSE,1
1223,TRUE,4
1224,FALSE,3
1225,FALSE,0
1226,FALSE,2
1227,TRUE,4
1228,TRUE,4
1229,FALSE,2
1230,FALSE,1
1231,TRUE,4
1232,FALSE,1
1233,FALSE,2
1234,TRUE,4
1235,TRUE,4
1236,TRUE,4
1237,FALSE,1
1238,TRUE,4
1239,TRUE,4
1240,TRUE,4
1241,TRUE,4
1242,FALSE,1
1243,FALSE,1
1244,FALSE,1
1245,TRUE,4
1246,FALSE,1
1247,TRUE,4
1248,FALSE,3
1249,TRUE,4
1250,TRUE,4
1251,TRUE,4
1252,FALSE,0
1253,FALSE,0
1254,FALSE,0
1255,TRUE,4
1256,FALSE,0
1257,FALSE,1
1258,TRUE,4
1259,FALSE,2
1260,FALSE,1
1261,TRUE,4
1262,FALSE,1
1263,TRUE,4
1264,TRUE,4
1265,TRUE,4
1266,TRUE,4
1267,FALSE,1
1268,FALSE,2
1269,FALSE,1
1270,FALSE,2
1271,FALSE,3
1272,TRUE,4
1273,FALSE,2
1274,FALSE,1
1275,TRUE,4
1276,TRUE,4
1277,FALSE,1
1278,FALSE,1
1279,FALSE,2
1280,FALSE,3
1281,FALSE,0
1282,TRUE,4
1283,TRUE,4
1284,TRUE,4
1285,FALSE,1
1286,FALSE,1
1287,FALSE,2
1288,FALSE,1
1289,TRUE,4
1290,FALSE,1
1291,FALSE,1
1292,TRUE,4
1293,TRUE,4
1294,FALSE,2
1295,FALSE,3
1296,FALSE,2
1297,FALSE,0
1298,TRUE,4
1299,TRUE,4
1300,FALSE,1
1301,FALSE,2
1302,FALSE,2
1303,TRUE,4
1304,TRUE,4
1305,TRUE,4
1306,TRUE,4
1307,FALSE,0
1308,FALSE,0
1309,FALSE,2
1310,FALSE,1
1311,TRUE,4
1312,TRUE,4
1313,FALSE,3
1314,TRUE,4
1315,FALSE,1
1316,FALSE,2
1317,TRUE,4
1318,FALSE,1
1319,TRUE,4
1320,TRUE,4
1321,FALSE,2
1322,TRUE,4
1323,FALSE,1
1324,FALSE,0
1325,FALSE,3
1326,FALSE,1
1327,TRUE,4
1328,FALSE,0
1329,FALSE,2
1330,FALSE,2
1331,FALSE,1
1332,TRUE,4
1333,TRUE,4
1334,FALSE,2
1335,FALSE,1
1336,FALSE,2
1337,FALSE,0
1338,FALSE,1
1339,FALSE,1
1340,FALSE,1
1341,TRUE,4
1342,TRUE,4
1343,FALSE,1
1344,TRUE,4
1345,FALSE,0
1346,FALSE,0
1347,TRUE,4
1348,TRUE,4
1349,TRUE,4
1350,FALSE,0
1351,TRUE,4
1352,TRUE,4
1353,FALSE,2
1354,TRUE,4
1355,FALSE,2
1356,FALSE,1
1357,TRUE,4
1358,FALSE,2
1359,TRUE,4
1360,FALSE,2
1361,TRUE,4
1362,TRUE,3
1363,TRUE,4
1364,TRUE,4
1365,FALSE,1
1366,FALSE,1
1367,FALSE,2
1368,FALSE,1
1369,FALSE,1
1370,FALSE,2
1371,TRUE,4
1372,TRUE,4
1373,FALSE,1
1374,TRUE,4
1375,FALSE,0
1376,FALSE,1
1377,TRUE,4
1378,FALSE,1
1379,TRUE,4
1380,TRUE,4
1381,FALSE,2
1382,TRUE,4
1383,TRUE,4
1384,TRUE,4
1385,FALSE,2
1386,FALSE,0
1387,FALSE,3
1388,FALSE,2
1389,FALSE,2
1390,FALSE,2
1391,TRUE,4
1392,FALSE,2
1393,FALSE,2
1394,TRUE,4
1395,FALSE,2
1396,TRUE,4
1397,FALSE,1
1398,TRUE,4
1399,FALSE,1
1400,TRUE,4
1401,FALSE,1
1402,FALSE,4
1403,FALSE,1
1404,FALSE,1
1405,FALSE,0
1406,FALSE,1
1407,FALSE,0
1408,FALSE,1
1409,FALSE,0
1410,FALSE,1
1411,FALSE,2
1412,TRUE,4
1413,FALSE,2
1414,FALSE,1
1415,FALSE,3
1416,TRUE,4
1417,FALSE,2
1418,FALSE,1
1419,FALSE,1
1420,FALSE,1
1421,TRUE,4
1422,TRUE,4
1423,FALSE,1
1424,FALSE,1
1425,TRUE,4
1426,FALSE,0
1427,FALSE,1
1428,FALSE,3
1429,FALSE,2
1430,TRUE,4
1431,FALSE,3
1432,TRUE,4
1433,FALSE,0
1434,FALSE,1
1435,FALSE,1
1436,FALSE,0
1437,TRUE,4
1438,TRUE,4
1439,TRUE,4
1440,TRUE,4
1441,FALSE,3
1442,TRUE,4
1443,FALSE,0
1444,FALSE,1
1445,FALSE,1
1446,FALSE,1
1447,FALSE,0
1448,TRUE,4
1449,TRUE,4
1450,FALSE,2
1451,FALSE,0
1452,TRUE,4
1453,FALSE,3
1454,FALSE,1
1455,FALSE,1
1456,FALSE,1
1457,FALSE,1
1458,FALSE,1
1459,FALSE,2
1460,TRUE,4
1461,FALSE,1
1462,TRUE,4
1463,FALSE,1
1464,FALSE,2
1465,TRUE,4
1466,TRUE,4
1467,FALSE,0
1468,FALSE,1
1469,FALSE,1
1470,FALSE,1
1471,FALSE,2
1472,FALSE,1
1473,TRUE,4
1474,FALSE,1
1475,FALSE,1
1476,FALSE,0
1477,TRUE,4
1478,FALSE,2
1479,TRUE,4
1480,FALSE,1
1481,FALSE,3
1482,FALSE,2
1483,FALSE,2
1484,FALSE,2
1485,TRUE,4
1486,FALSE,1
1487,FALSE,0
1488,FALSE,1
1489,FALSE,1
1490,FALSE,2
1491,FALSE,3
1492,FALSE,1
1493,FALSE,0
1494,FALSE,3
1495,TRUE,4
1496,FALSE,0
1497,FALSE,2
